"p","r"
0.596162421836334,0.767054066771509
0.572724848294346,0.831092998900102
0.572724848294346,0.831092998900102
0.597683557202357,0.915790956316204
0.586643063792489,0.893869141684964
0.586963485799891,0.888705150311886
0.586963485799891,0.839273800833714
0.586963485799891,0.839273800833714
0.601827669287238,0.839273800833714
0.615315012099845,0.86065879506205
0.615315012099845,0.658255064784871
0.615315012099845,0.658255064784871
0.615315012099845,0.658255064784871
0.615315012099845,0.723397615556117
0.633364410113133,0.723397615556117
0.595270323595719,0.723397615556117
0.635361090321951,0.723397615556117
0.635361090321951,0.811914145230519
0.622016607727891,0.839773138169407
0.608209608616968,0.839773138169407
0.608209608616968,0.839773138169407
0.608209608616968,0.839773138169407
0.608209608616968,0.839773138169407
0.608209608616968,0.817958824118391
0.608209608616968,0.817958824118391
0.608209608616968,1.02238683354288
0.608209608616968,1.02238683354288
0.608209608616968,0.861836656948818
0.599445493926181,0.861836656948818
0.599445493926181,0.861836656948818
0.599445493926181,0.779415931110954
0.599445493926181,0.779415931110954
0.599445493926181,0.779415931110954
0.599445493926181,0.779415931110954
0.599445493926181,0.779415931110954
0.599445493926181,0.89318782256606
0.593244005156262,0.89318782256606
0.593244005156262,0.89318782256606
0.593244005156262,0.754412846839775
0.622552915883639,0.754412846839775
0.622552915883639,0.754412846839775
0.586012683065689,0.754412846839775
0.586012683065689,0.754412846839775
0.586012683065689,0.754412846839775
0.586012683065689,0.754730073481016
0.591095429801493,0.754730073481016
0.601629659584018,1.06412577652875
0.601629659584018,1.06412577652875
0.601629659584018,1.06412577652875
0.601629659584018,1.0236354164038
0.601629659584018,1.0236354164038
0.607161633614705,0.891694910169262
0.607161633614705,0.678671231915487
0.607161633614705,0.678671231915487
0.607161633614705,0.667707814803243
0.607161633614705,0.908353516599364
0.607161633614705,0.710111293515042
0.628808503861502,0.710111293515042
0.59248367094475,0.873350113367438
0.646106318968873,0.71182146483717
0.644030357061169,0.71182146483717
0.662764109321666,0.71182146483717
0.662764109321666,0.620486217403492
0.662764109321666,0.620486217403492
0.662764109321666,0.702863506097888
0.662764109321666,0.702863506097888
0.687971564435177,0.702863506097888
0.648063375350281,0.702863506097888
0.592693568697695,0.702863506097888
0.64135376066288,0.702863506097888
0.64135376066288,0.740267789726057
0.588595850047204,0.740267789726057
0.540476754336163,0.763355506337545
0.563314686822411,0.763355506337545
0.563314686822411,0.861293021137027
0.563314686822411,0.940750278114964
0.570519613687034,0.908670171907363
0.537328274591753,0.982653442343514
0.537328274591753,0.982653442343514
0.513736670610286,0.982653442343514
0.513736670610286,1.04447100246191
0.483530842255187,1.04447100246191
0.48546756523558,1.21474510201553
0.48546756523558,1.21474510201553
0.470001048070301,1.28706636775458
0.470001048070301,1.28706636775458
0.498406491371518,1.28706636775458
0.474897902171074,1.28706636775458
0.474897902171074,1.34867398324125
0.474897902171074,1.18076755813064
0.474897902171074,1.18990110454685
0.485575109097582,1.18990110454685
0.435738880511931,1.14229459771732
0.435738880511931,1.4120101679711
0.435738880511931,1.4120101679711
0.435738880511931,1.4120101679711
0.435738880511931,1.62255023756155
0.435738880511931,1.4130768128566
0.435738880511931,1.4130768128566
0.419898267254023,1.40516756169792
0.436223734183199,1.40516756169792
0.492868986078546,1.01242611019322
0.492868986078546,1.01242611019322
0.558990437887908,1.01242611019322
0.504294374015843,1.20996683831466
0.502145933362805,1.20996683831466
0.464927460318019,1.11150667595274
0.464927460318019,1.11474890272811
0.495701712642031,1.11474890272811
0.460609441345294,1.11474890272811
0.460609441345294,1.44904813839869
0.4787947836304,1.40619001579554
0.4787947836304,1.10445718020668
0.4787947836304,1.10445718020668
0.4787947836304,1.10445718020668
0.4787947836304,1.10445718020668
0.532899744591797,1.10445718020668
0.532899744591797,1.10445718020668
0.532899744591797,1.19394002394209
0.532899744591797,1.19394002394209
0.532899744591797,1.19394002394209
0.532899744591797,1.19394002394209
0.532899744591797,1.22248868687419
0.462860231821371,1.22248868687419
0.434152704363425,1.22248868687419
0.434152704363425,1.22248868687419
0.434152704363425,1.22248868687419
0.434152704363425,1.22248868687419
0.535580234565007,1.25625632508001
0.535580234565007,1.2654881723137
0.535580234565007,1.2654881723137
0.493467164161814,1.2654881723137
0.493467164161814,1.32378287547705
0.493467164161814,1.32378287547705
0.447234468300671,1.32378287547705
0.464035006248757,1.27608948638228
0.498327410738229,1.27608948638228
0.532687846129159,1.27608948638228
0.483738714547624,1.09578321002455
0.476154525799364,1.09578321002455
0.56259857863293,1.09578321002455
0.552233214786737,0.95956562557002
0.552233214786737,0.995044195127078
0.552233214786737,0.995044195127078
0.552233214786737,0.995044195127078
0.544794841484873,0.995044195127078
0.544794841484873,0.995044195127078
0.544794841484873,0.995044195127078
0.495254196949332,1.19858552071726
0.495254196949332,1.19858552071726
0.495254196949332,1.05806000674463
0.495254196949332,1.05806000674463
0.471472011343378,1.40403568990865
0.462792338491715,1.40403568990865
0.462792338491715,1.16104476979703
0.462792338491715,1.16104476979703
0.505314294109316,1.16940379376179
0.505314294109316,1.16940379376179
0.505314294109316,1.16940379376179
0.505314294109316,1.16940379376179
0.509822734000798,1.16940379376179
0.509822734000798,1.1975372567581
0.467977010470169,1.1975372567581
0.467977010470169,1.1975372567581
0.467977010470169,1.1975372567581
0.467977010470169,1.1975372567581
0.467977010470169,1.47235817841847
0.459409790518154,1.47235817841847
0.459409790518154,1.50945082984332
0.425990211834577,1.50945082984332
0.425990211834577,1.50945082984332
0.41849206765058,1.46605919348699
0.466938845880403,1.46605919348699
0.48462003523117,1.46392274501255
0.46300444312971,1.46392274501255
0.46300444312971,1.46392274501255
0.46300444312971,1.3311950731488
0.46300444312971,1.32358928071567
0.475037131145344,1.32358928071567
0.473197767718087,1.26041485761339
0.487460641374595,1.26041485761339
0.53834431380579,1.26041485761339
0.496045231778829,1.13745349848928
0.496045231778829,1.13745349848928
0.496045231778829,1.13745349848928
0.496948197311032,1.13745349848928
0.496948197311032,1.13745349848928
0.536319079793726,1.13745349848928
0.525571620839853,1.39264943822825
0.483151630336076,1.30148922254738
0.483151630336076,1.30916193958983
0.483151630336076,1.16545764217783
0.483151630336076,1.32190009633512
0.483151630336076,1.32190009633512
0.472591180897626,1.41463797036713
0.441622606726571,1.41463797036713
0.443983637039541,1.41463797036713
0.443983637039541,1.41463797036713
0.402069736670054,1.29874994778051
0.435874608747455,1.75710294049181
0.435874608747455,1.75710294049181
0.433119805620886,1.68257712310988
0.433119805620886,1.61634181915064
0.411190258349836,1.63549368914904
0.411190258349836,1.63549368914904
0.410273150254259,1.57133553514707
0.410273150254259,1.57133553514707
0.410273150254259,1.57133553514707
0.410273150254259,1.77133656484119
0.398045943459807,1.83017419541938
0.386678745809652,1.78903477224904
0.386678745809652,1.77668124765307
0.386678745809652,1.73905558481801
0.386678745809652,1.78777723132866
0.386678745809652,1.65464673522934
0.441902804560622,1.47768175829755
0.441902804560622,1.47768175829755
0.471987819994952,1.28686748885873
0.471987819994952,1.28686748885873
0.485712452098436,1.25461987437564
0.461851365953592,1.25461987437564
0.518020498399134,1.25461987437564
0.504736909883129,1.25461987437564
0.504736909883129,1.25461987437564
0.463430483486299,1.25461987437564
0.498351106335524,1.23205299527897
0.501499466706981,1.1269053986499
0.501499466706981,1.1269053986499
0.518142912133341,0.848703079611259
0.605469754810362,0.848703079611259
0.605469754810362,0.750829038840336
0.565205344741453,0.750829038840336
